Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2132,data analytics course,142.0,5076.0,190.49,22.0,7.0,0.049,1509.0,2024-11-20,hyderabad,Mobile,learn data analytics
A2133,data analytics course,81.0,5942.0,236.07,15.0,7.0,0.0489792299898682,1288.0,2024-12-11,hyderabad,Desktop,online data analytic
A2134,data analytics course,138.95699356913184,4234.0,201.93,16.0,4.0,0.0489792299898682,1462.0,2024-11-25,hyderabad,Mobile,analytics for data
A2135,data analytics course,115.0,3963.0,225.32,22.0,9.0,0.078,1622.0,2024-01-11,hyderabad,Desktop,data analitics online
A2136,data analytics course,172.0,4349.0,243.53,28.0,5.0,0.049,1195.0,2024-11-13,hyderabad,Tablet,online data analytic
A2137,data analytics course,91.0,5294.0,245.21,21.0,7.0,0.0489792299898682,1227.0,2024-11-26,hyderabad,Desktop,online data analytic
A2138,data analytics course,166.0,5381.0,246.52,21.0,7.0,0.042,1579.0,2024-11-09,hyderabad,Desktop,data anaytics training
A2139,data analytics course,155.0,3052.0,199.46,13.0,6.0,0.046,1362.0,2024-11-01,hyderabad,Mobile,data anaytics training
A2140,data analytics course,127.0,4634.0,218.04,26.0,7.0,0.055,1410.0,2024-11-02,hyderabad,Tablet,learn data analytics
A2141,data analytics course,94.0,5564.0,203.88,22.0,6.0,0.064,1498.6481105241771,2024-11-14,hyderabad,Desktop,data anaytics training
A2142,data analytics course,90.0,5196.0,192.83,21.0,8.0,0.089,1783.0,2024-11-07,hyderabad,Desktop,data analytics course
A2143,data analytics course,161.0,5749.0,203.25,12.0,4.0,0.025,1498.6481105241771,2024-11-28,hyderabad,Tablet,online data analytic
A2144,data analytics course,157.0,5483.0,245.31,24.0,6.0,0.038,1498.6481105241771,2024-11-22,hyderabad,Mobile,analytics for data
A2145,data analytics course,157.0,4093.0,202.85,27.0,8.0,0.051,1370.0,2024-03-11,hyderabad,Mobile,analytics for data
A2146,data analytics course,179.0,4459.0,181.7,27.0,5.0,0.041,1320.0,2024-11-13,hyderabad,Tablet,data analitics online
A2147,data analytics course,165.0,5937.0,220.65,23.0,6.0,0.036,1576.0,2024-11-04,hyderabad,Mobile,analytics for data
A2148,data analytics course,167.0,4475.0,231.64,13.0,5.0,0.051,1750.0,2024-11-03,hyderabad,Desktop,online data analytic
A2149,data analytics course,126.0,4212.0,182.54,29.0,8.0,0.063,1066.0,2024-11-19,hyderabad,Mobile,online data analytic
A2150,data analytics course,134.0,4506.0,220.09,13.0,5.0,0.0489792299898682,1745.0,2024-11-29,hyderabad,Mobile,data analitics online
A2151,data analytics course,142.0,3147.0,190.93,13.0,5.0,0.0489792299898682,1740.0,2024-11-05,hyderabad,Mobile,learn data analytics
A2152,data analytics course,138.95699356913184,4387.0,198.93,22.0,3.0,0.0489792299898682,1629.0,2024-11-11,hyderabad,Desktop,learn data analytics
A2153,data analytics course,163.0,5948.0,184.84,12.0,3.0,0.049,1248.0,2024-11-11,hyderabad,Tablet,data anaytics training
A2154,data analytics course,171.0,4855.0,235.23,25.0,6.0,0.035,1498.6481105241771,2024-11-21,hyderabad,Desktop,data analytics course
A2155,data analytics course,97.0,4674.0,221.39,15.0,10.0,0.047,1332.0,2024-11-07,hyderabad,Tablet,data analytics course
A2156,data analytics course,176.0,3336.0,193.72,15.0,9.0,0.0489792299898682,1696.0,2024-12-11,hyderabad,Tablet,learn data analytics
A2157,data analytics course,129.0,5839.0,213.72,10.0,6.0,0.0489792299898682,1476.0,2024-11-18,hyderabad,Desktop,analytics for data
A2158,data analytics course,178.0,3943.0,217.96,29.0,6.0,0.034,1037.0,2024-11-15,hyderabad,Mobile,learn data analytics
A2159,data analytics course,111.0,3787.0,215.48,15.0,10.0,0.0489792299898682,1660.0,2024-11-14,hyderabad,Tablet,online data analytic
A2160,data analytics course,156.0,4196.0,192.96,11.0,5.0,0.0489792299898682,1504.0,2024-11-26,hyderabad,Mobile,learn data analytics
A2161,data analytics course,138.95699356913184,3408.0,193.07,20.0,5.0,0.042,1412.0,2024-11-19,hyderabad,Tablet,data analytics course
A2162,data analytics course,145.0,4982.0,203.33,29.0,5.0,0.045,1555.0,2024-11-23,hyderabad,Tablet,data anaytics training
A2163,data analytics course,156.0,5509.0,185.39,29.0,4.0,0.044,1649.0,2024-11-18,hyderabad,Mobile,data analitics online
A2164,data analytics course,127.0,3797.0,214.67,20.0,7.0,0.055,1735.0,2024-11-13,hyderabad,Desktop,analytics for data
A2165,data analytics course,121.0,5064.0,246.78,13.0,9.0,0.074,1268.0,2024-01-11,hyderabad,Tablet,online data analytic
A2166,data analytics course,98.0,4217.0,234.16,17.0,4.0,0.0489792299898682,1556.0,2024-11-11,hyderabad,Tablet,learn data analytics
A2167,data analytics course,156.0,3315.0,223.22,14.0,10.0,0.064,1581.0,2024-11-20,hyderabad,Mobile,online data analytic
A2168,data analytics course,191.0,4017.0,203.52,24.0,4.0,0.021,1498.6481105241771,2024-11-30,hyderabad,Mobile,online data analytic
A2169,data analytics course,193.0,5094.0,205.53,18.0,3.0,0.016,1451.0,2024-11-07,hyderabad,Mobile,data analitics online
A2170,data analytics course,167.0,4523.280832678712,244.62,11.0,9.0,0.0489792299898682,1465.0,2024-11-10,hyderabad,Tablet,data analitics online
A2171,data analytics course,177.0,5449.0,190.53,10.0,5.0,0.028,1257.0,2024-11-19,hyderabad,Mobile,data analytics course
A2172,data analytics course,175.0,5732.0,208.46,25.0,3.0,0.017,1579.0,2024-11-11,hyderabad,Tablet,data analitics online
A2173,data analytics course,122.0,4678.0,248.7,25.0,4.0,0.031,1744.0,2024-11-11,hyderabad,Desktop,data analytics course
A2174,data analytics course,121.0,4088.0,223.85,19.0,3.0,0.025,1248.0,2024-11-26,hyderabad,Mobile,online data analytic
A2175,data analytics course,125.0,4528.0,186.6,10.0,9.0,0.072,1167.0,2024-11-06,hyderabad,Desktop,data anaytics training
A2176,data analytics course,81.0,3946.0,202.95,10.0,7.0,0.046,1970.0,2024-11-27,hyderabad,Mobile,data anaytics training
A2177,data analytics course,112.0,4486.0,249.23,28.0,3.0,0.027,1572.0,2024-11-26,hyderabad,Desktop,analytics for data
A2178,data analytics course,152.0,5290.0,182.01,24.0,4.0,0.0489792299898682,1673.0,2024-05-11,hyderabad,Mobile,analytics for data
A2179,data analytics course,134.0,5163.0,245.4,26.0,5.0,0.047,1498.6481105241771,2024-11-14,hyderabad,Tablet,analytics for data
A2180,data analytics course,111.0,3978.0,192.14,19.0,5.0,0.045,1500.0,2024-06-11,hyderabad,Desktop,analytics for data
A2181,data analytics course,194.0,4217.0,187.34,12.0,10.0,0.052,1669.0,2024-11-07,hyderabad,Tablet,data anaytics training
A2182,data analytics course,150.0,5907.0,241.8,25.0,7.0,0.047,1430.0,2024-11-11,hyderabad,Desktop,data analitics online
A2183,data analytics course,100.0,5970.0,224.79,13.0,9.0,0.09,1895.0,2024-11-15,hyderabad,Mobile,data anaytics training
A2184,data analytics course,186.0,5142.0,236.2,18.0,4.0,0.0489792299898682,1990.0,2024-11-24,hyderabad,Tablet,data analitics online
A2185,data analytics course,130.0,3715.0,243.34,12.0,8.0,0.062,1482.0,2024-11-01,hyderabad,Desktop,data analitics online
A2186,data analytics course,158.0,4192.0,186.25,27.0,10.0,0.0489792299898682,1968.0,2024-06-11,hyderabad,Tablet,online data analytic
A2187,data analytics course,155.0,5121.0,248.16,22.0,8.0,0.052,1027.0,2024-11-06,hyderabad,Tablet,online data analytic
A2188,data analytics course,190.0,5984.0,209.35,14.0,6.0,0.032,1964.0,2024-06-11,hyderabad,Desktop,data analytics course
A2189,data analytics course,191.0,3220.0,183.33,20.0,6.0,0.051,1942.0,2024-11-28,hyderabad,Tablet,data anaytics training
A2190,data analytics course,145.0,5761.0,202.07,17.0,3.0,0.021,1037.0,2024-11-13,hyderabad,Mobile,data analitics online
A2191,data analytics course,102.0,5683.0,188.73,28.0,8.0,0.078,1623.0,2024-11-16,hyderabad,Tablet,analytics for data
A2192,data analytics course,86.0,5238.0,217.28,13.0,3.0,0.0489792299898682,1610.0,2024-11-22,hyderabad,Desktop,data analitics online
A2193,data analytics course,115.0,5116.0,227.76,24.0,3.0,0.041,1748.0,2024-11-15,hyderabad,Desktop,learn data analytics
A2194,data analytics course,83.0,4476.0,204.88,27.0,8.0,0.0489792299898682,1359.0,2024-11-02,hyderabad,Tablet,online data analytic
A2195,data analytics course,178.0,3461.0,238.96,16.0,5.0,0.028,1321.0,2024-11-16,hyderabad,Mobile,learn data analytics
A2196,data analytics course,148.0,5080.0,191.92,12.0,6.0,0.058,1070.0,2024-11-17,hyderabad,Tablet,data analytics course
A2197,data analytics course,138.95699356913184,3334.0,223.21,14.0,10.0,0.048,1317.0,2024-03-11,hyderabad,Tablet,data analytics course
A2198,data analytics course,101.0,5166.0,203.74,30.0,5.0,0.05,1763.0,2024-11-13,hyderabad,Desktop,data anaytics training
A2199,data analytics course,113.0,5642.0,245.69,19.0,7.0,0.062,1366.0,2024-11-20,hyderabad,Mobile,data anaytics training
A2200,data analytics course,97.0,5552.0,228.97,14.0,6.0,0.062,1304.0,2024-11-07,hyderabad,Desktop,analytics for data
A2201,data analytics course,155.0,3662.0,208.16,23.0,4.0,0.026,1913.0,2024-11-27,hyderabad,Desktop,online data analytic
A2202,data analytics course,109.0,5187.0,222.69,17.0,7.0,0.0489792299898682,1690.0,2024-11-23,hyderabad,Tablet,learn data analytics
A2203,data analytics course,181.0,3647.0,227.37,30.0,6.0,0.033,1412.0,2024-11-30,hyderabad,Desktop,data analytics course
A2204,data analytics course,131.0,3626.0,193.68,27.0,3.0,0.05,1498.6481105241771,2024-11-25,hyderabad,Tablet,data analitics online
A2205,data analytics course,138.95699356913184,5650.0,225.22,26.0,3.0,0.0489792299898682,1774.0,2024-02-11,hyderabad,Desktop,online data analytic
A2206,data analytics course,109.0,5219.0,215.76,15.0,3.0,0.028,1408.0,2024-11-18,hyderabad,Tablet,learn data analytics
A2207,data analytics course,191.0,3333.0,187.71,13.0,5.0,0.026,1360.0,2024-11-26,hyderabad,Desktop,learn data analytics
A2208,data analytics course,101.0,4435.0,222.49,11.0,10.0,0.099,1277.0,2024-11-21,hyderabad,Mobile,data anaytics training
A2209,data analytics course,152.0,5204.0,210.28,11.0,7.0,0.046,1498.6481105241771,2024-11-23,hyderabad,Mobile,online data analytic
A2210,data analytics course,164.0,3856.0,241.65,27.0,4.0,0.024,1786.0,2024-11-21,hyderabad,Desktop,data anaytics training
A2211,data analytics course,83.0,4143.0,203.11,23.0,10.0,0.0489792299898682,1517.0,2024-11-26,hyderabad,Mobile,learn data analytics
A2212,data analytics course,199.0,5895.0,239.59,21.0,4.0,0.02,1592.0,2024-11-30,hyderabad,Mobile,data anaytics training
A2213,data analytics course,141.0,4039.0,205.8,28.0,6.0,0.0489792299898682,1220.0,2024-11-08,hyderabad,Desktop,data analitics online
A2214,data analytics course,131.0,4773.0,215.36,26.0,7.0,0.053,1363.0,2024-11-08,hyderabad,Tablet,data analitics online
A2215,data analytics course,138.95699356913184,5360.0,229.38,30.0,7.0,0.0489792299898682,1896.0,2024-11-19,hyderabad,Tablet,learn data analytics
A2216,data analytics course,164.0,5380.0,223.15,13.0,5.0,0.047,1661.0,2024-11-23,hyderabad,Desktop,analytics for data
A2217,data analytics course,149.0,3323.0,197.76,23.0,4.0,0.027,1181.0,2024-11-17,hyderabad,Mobile,data analitics online
A2218,data analytics course,112.0,3870.0,215.05,26.0,6.0,0.054,1483.0,2024-11-03,hyderabad,Desktop,learn data analytics
A2219,data analytics course,139.0,4486.0,205.46,28.0,4.0,0.058,1853.0,2024-11-24,hyderabad,Tablet,online data analytic
A2220,data analytics course,105.0,3384.0,240.41,26.0,8.0,0.057,1399.0,2024-11-03,hyderabad,Desktop,data analitics online
A2221,data analytics course,83.0,5066.0,236.91,22.0,7.0,0.0489792299898682,1498.6481105241771,2024-11-21,hyderabad,Desktop,learn data analytics
A2222,data analytics course,127.0,5947.0,209.67,27.0,3.0,0.024,1155.0,2024-11-28,hyderabad,Desktop,learn data analytics
A2223,data analytics course,133.0,4286.0,216.16,18.0,9.0,0.054,1839.0,2024-08-11,hyderabad,Desktop,data analitics online
A2224,data analytics course,197.0,5733.0,185.09,14.0,5.0,0.025,1295.0,2024-11-05,hyderabad,Tablet,data anaytics training
A2225,data analytics course,125.0,5103.0,221.93,30.0,7.0,0.052,1398.0,2024-08-11,hyderabad,Tablet,analytics for data
A2226,data analytics course,147.0,5228.0,210.94,12.0,9.0,0.0489792299898682,1784.0,2024-11-28,hyderabad,Desktop,data anaytics training
A2227,data analytics course,153.0,3666.0,198.4,16.0,4.0,0.026,1820.0,2024-11-20,hyderabad,Mobile,learn data analytics
A2228,data analytics course,196.0,3440.0,212.98,15.0,5.0,0.026,1539.0,2024-11-26,hyderabad,Tablet,learn data analytics
A2229,data analytics course,87.0,3031.0,234.25,17.0,7.0,0.08,1167.0,2024-11-05,hyderabad,Desktop,data analitics online
A2230,data analytics course,151.0,5957.0,188.22,15.0,8.0,0.053,1468.0,2024-11-25,hyderabad,Tablet,analytics for data
A2231,data analytics course,93.0,4689.0,197.54,15.0,4.0,0.043,1073.0,2024-11-25,hyderabad,Mobile,data analitics online
A2232,data analytics course,145.0,3085.0,194.96,26.0,5.0,0.033,1673.0,2024-11-24,hyderabad,Desktop,online data analytic
A2233,data analytics course,128.0,3341.0,185.57,25.0,5.0,0.039,1516.0,2024-11-20,hyderabad,Tablet,online data analytic
A2234,data analytics course,134.0,5521.0,243.57,15.0,3.0,0.0489792299898682,1658.0,2024-11-24,hyderabad,Desktop,online data analytic
A2235,data analytics course,104.0,3696.0,206.54,28.0,7.0,0.053,1985.0,2024-11-11,hyderabad,Desktop,data anaytics training
A2236,data analytics course,177.0,3765.0,216.48,26.0,10.0,0.056,1507.0,2024-11-20,hyderabad,Tablet,data analitics online
A2237,data analytics course,94.0,5455.0,249.09,15.0,3.0,0.0489792299898682,1498.6481105241771,2024-11-14,hyderabad,Mobile,analytics for data
A2238,data analytics course,198.0,5260.0,205.53,13.0,10.0,0.051,1766.0,2024-11-12,hyderabad,Desktop,analytics for data
A2239,data analytics course,140.0,4404.0,186.01,23.0,6.0,0.059,1625.0,2024-11-09,hyderabad,Tablet,analytics for data
A2240,data analytics course,137.0,5445.0,237.51,20.0,5.0,0.0489792299898682,1904.0,2024-11-25,hyderabad,Tablet,learn data analytics
A2241,data analytics course,153.0,3068.0,215.09062325209752,25.0,8.0,0.052,1165.0,2024-11-19,hyderabad,Tablet,analytics for data
A2242,data analytics course,177.0,4523.280832678712,240.09,26.0,10.0,0.0489792299898682,1498.6481105241771,2024-11-08,hyderabad,Mobile,data anaytics training
A2243,data analytics course,100.0,4042.0,215.09062325209752,13.0,6.0,0.0489792299898682,1678.0,2024-11-18,hyderabad,Desktop,analytics for data
A2244,data analytics course,160.0,5645.0,195.42,25.0,6.0,0.031,1600.0,2024-11-16,hyderabad,Tablet,data analitics online
A2245,data analytics course,194.0,3751.0,244.34,23.0,5.0,0.026,1498.6481105241771,2024-02-11,hyderabad,Mobile,data analitics online
A2246,data analytics course,128.0,5010.0,202.34,26.0,7.0,0.055,1498.6481105241771,2024-11-16,hyderabad,Tablet,data anaytics training
A2247,data analytics course,80.0,4506.0,236.47,11.0,5.0,0.0489792299898682,1953.0,2024-11-20,hyderabad,Desktop,data analytics course
A2248,data analytics course,81.0,5843.0,209.54,10.0,9.0,0.0489792299898682,1979.0,2024-11-09,hyderabad,Tablet,data anaytics training
A2249,data analytics course,102.0,5369.0,198.39,29.0,4.0,0.039,1659.0,2024-11-19,hyderabad,Tablet,data analytics course
A2250,data analytics course,197.0,4047.0,202.72,15.0,3.0,0.015,1345.0,2024-05-11,hyderabad,Mobile,data analitics online
A2251,data analytics course,84.0,4463.0,198.44,17.0,3.0,0.036,1110.0,2024-11-02,hyderabad,Mobile,analytics for data
A2252,data analytics course,119.0,4610.0,222.7,18.0,3.0,0.025,1473.0,2024-11-18,hyderabad,Desktop,data analitics online
A2253,data analytics course,96.0,5957.0,225.59,27.0,10.0,0.104,1062.0,2024-11-21,hyderabad,Mobile,data analitics online
A2254,data analytics course,144.0,5704.0,196.67,29.0,6.0,0.042,1573.0,2024-11-29,hyderabad,Mobile,analytics for data
A2255,data analytics course,148.0,5335.0,223.36,21.0,9.0,0.061,1251.0,2024-11-20,hyderabad,Tablet,data analitics online
A2256,data analytics course,151.0,4901.0,224.29,27.0,7.0,0.0489792299898682,1425.0,2024-11-05,hyderabad,Mobile,data anaytics training
A2257,data analytics course,175.0,5392.0,187.74,17.0,9.0,0.0489792299898682,1015.0,2024-11-21,hyderabad,Tablet,data analitics online
A2258,data analytics course,189.0,3461.0,224.72,20.0,7.0,0.0489792299898682,1390.0,2024-11-21,hyderabad,Desktop,data anaytics training
A2259,data analytics course,157.0,5451.0,183.89,12.0,10.0,0.064,1180.0,2024-11-29,hyderabad,Desktop,data analytics course
A2260,data analytics course,126.0,4523.280832678712,201.56,27.0,10.0,0.079,1122.0,2024-11-21,hyderabad,Desktop,analytics for data
A2261,data analytics course,85.0,3770.0,204.04,30.0,7.0,0.0489792299898682,1238.0,2024-11-14,hyderabad,Mobile,learn data analytics
A2262,data analytics course,89.0,3573.0,193.53,24.0,10.0,0.112,1926.0,2024-11-15,hyderabad,Desktop,learn data analytics
A2263,data analytics course,152.0,4092.0,196.66,10.0,5.0,0.0489792299898682,1396.0,2024-11-11,hyderabad,Desktop,analytics for data
A2264,data analytics course,126.0,3999.0,181.58,22.0,9.0,0.071,1145.0,2024-11-27,hyderabad,Mobile,online data analytic
A2265,data analytics course,153.0,3354.0,243.13,24.0,6.0,0.039,1536.0,2024-11-10,hyderabad,Mobile,data analytics course
A2266,data analytics course,98.0,4801.0,186.52,10.0,3.0,0.031,1121.0,2024-11-07,hyderabad,Desktop,learn data analytics
A2267,data analytics course,145.0,4799.0,194.74,17.0,6.0,0.0489792299898682,1381.0,2024-07-11,hyderabad,Desktop,analytics for data
A2268,data analytics course,179.0,3753.0,220.87,23.0,6.0,0.0489792299898682,1966.0,2024-11-14,hyderabad,Tablet,data analytics course
A2269,data analytics course,108.0,4698.0,187.19,19.0,10.0,0.0489792299898682,1118.0,2024-11-15,hyderabad,Mobile,data analitics online
A2270,data analytics course,191.0,3522.0,216.65,25.0,5.0,0.026,1835.0,2024-11-24,hyderabad,Tablet,data anaytics training
A2271,data analytics course,183.0,3363.0,212.08,10.0,9.0,0.049,1511.0,2024-07-11,hyderabad,Tablet,data analitics online
A2272,data analytics course,175.0,5924.0,223.3,14.0,3.0,0.017,1505.0,2024-11-04,hyderabad,Mobile,analytics for data
A2273,data analytics course,97.0,3558.0,195.5,13.0,3.0,0.058,1544.0,2024-11-11,hyderabad,Desktop,data analytics course
A2274,data analytics course,159.0,4208.0,236.75,13.0,8.0,0.05,1849.0,2024-11-16,hyderabad,Tablet,data anaytics training
A2275,data analytics course,125.0,3607.0,224.45,22.0,9.0,0.072,1392.0,2024-02-11,hyderabad,Tablet,analytics for data
A2276,data analytics course,193.0,4523.280832678712,199.27,13.0,9.0,0.0489792299898682,1612.0,2024-08-11,hyderabad,Mobile,data analitics online
A2277,data analytics course,110.0,5220.0,233.06,16.0,4.0,0.036,1711.0,2024-11-15,hyderabad,Mobile,data anaytics training
A2278,data analytics course,83.0,5247.0,231.04,27.0,3.0,0.054,1636.0,2024-11-04,hyderabad,Desktop,data analitics online
A2279,data analytics course,166.0,5522.0,218.34,13.0,3.0,0.018,1235.0,2024-11-22,hyderabad,Desktop,online data analytic
A2280,data analytics course,108.0,3682.0,214.43,20.0,3.0,0.028,1553.0,2024-11-27,hyderabad,Desktop,learn data analytics
A2281,data analytics course,84.0,4549.0,191.96,15.0,7.0,0.0489792299898682,1303.0,2024-11-13,hyderabad,Desktop,data analytics course
A2282,data analytics course,117.0,5170.0,215.09062325209752,16.0,10.0,0.085,1498.6481105241771,2024-11-20,hyderabad,Tablet,data analitics online
A2283,data analytics course,195.0,3122.0,205.3,24.0,4.0,0.043,1326.0,2024-11-14,hyderabad,Mobile,data anaytics training
A2284,data analytics course,149.0,3650.0,220.25,17.0,3.0,0.02,1498.6481105241771,2024-11-29,hyderabad,Mobile,data analitics online
A2285,data analytics course,142.0,5436.0,237.09,14.0,7.0,0.0489792299898682,1269.0,2024-11-20,hyderabad,Tablet,online data analytic
A2286,data analytics course,98.0,5485.0,182.29,16.0,5.0,0.051,1518.0,2024-11-19,hyderabad,Desktop,learn data analytics
A2287,data analytics course,169.0,3778.0,215.09062325209752,11.0,3.0,0.018,1721.0,2024-11-14,hyderabad,Desktop,data anaytics training
A2288,data analytics course,99.0,3051.0,215.09062325209752,18.0,6.0,0.053,1762.0,2024-11-29,hyderabad,Mobile,online data analytic
A2289,data analytics course,170.0,5286.0,190.65,22.0,7.0,0.041,1110.0,2024-11-09,hyderabad,Desktop,data analitics online
A2290,data analytics course,138.95699356913184,3533.0,248.96,22.0,4.0,0.0489792299898682,1606.0,2024-05-11,hyderabad,Mobile,data anaytics training
A2291,data analytics course,156.0,5125.0,182.15,26.0,10.0,0.064,1658.0,2024-11-16,hyderabad,Mobile,data analytics course
A2292,data analytics course,91.0,4500.0,241.81,20.0,3.0,0.033,1902.0,2024-11-22,hyderabad,Mobile,data analitics online
A2293,data analytics course,140.0,4633.0,228.65,15.0,4.0,0.049,1738.0,2024-11-20,hyderabad,Mobile,data analitics online
A2294,data analytics course,142.0,3155.0,229.01,24.0,10.0,0.053,1955.0,2024-01-11,hyderabad,Mobile,learn data analytics
A2295,data analytics course,198.0,3444.0,195.91,27.0,4.0,0.056,1317.0,2024-10-11,hyderabad,Desktop,data analitics online
A2296,data analytics course,88.0,4253.0,210.5,23.0,8.0,0.051,1918.0,2024-11-11,hyderabad,Tablet,data analitics online
A2297,data analytics course,130.0,4925.0,201.1,26.0,5.0,0.0489792299898682,1301.0,2024-11-15,hyderabad,Tablet,analytics for data
A2298,data analytics course,186.0,3576.0,213.96,26.0,4.0,0.022,1689.0,2024-02-11,hyderabad,Tablet,learn data analytics
A2299,data analytics course,146.0,5831.0,203.07,19.0,5.0,0.055,1216.0,2024-11-28,hyderabad,Mobile,analytics for data
A2300,data analytics course,199.0,5147.0,203.08,27.0,10.0,0.05,1126.0,2024-11-30,hyderabad,Tablet,data analytics course
A2301,data analytics course,94.0,4242.0,208.78,14.0,5.0,0.053,1122.0,2024-11-17,hyderabad,Tablet,learn data analytics
A2302,data analytics course,119.0,5530.0,205.75,25.0,9.0,0.0489792299898682,1725.0,2024-11-14,hyderabad,Mobile,analytics for data
A2303,data analytics course,168.0,4614.0,241.24,28.0,9.0,0.0489792299898682,1307.0,2024-11-01,hyderabad,Mobile,online data analytic
A2304,data analytics course,117.0,5016.0,249.38,10.0,9.0,0.077,1832.0,2024-02-11,hyderabad,Tablet,learn data analytics
A2305,data analytics course,156.0,5072.0,249.37,18.0,3.0,0.058,1701.0,2024-11-12,hyderabad,Mobile,learn data analytics
A2306,data analytics course,151.0,4805.0,241.95,22.0,3.0,0.056,1571.0,2024-11-03,hyderabad,Tablet,online data analytic
A2307,data analytics course,133.0,4474.0,198.99,10.0,7.0,0.0489792299898682,1394.0,2024-11-03,hyderabad,Mobile,online data analytic
A2308,data analytics course,105.0,5151.0,188.18,14.0,9.0,0.032,1595.0,2024-11-03,hyderabad,Tablet,online data analytic
A2309,data analytics course,98.0,4515.0,219.39,12.0,7.0,0.0489792299898682,1805.0,2024-11-07,hyderabad,Desktop,learn data analytics
A2310,data analytics course,93.0,4269.0,247.76,21.0,8.0,0.086,1543.0,2024-11-19,hyderabad,Tablet,learn data analytics
A2311,data analytics course,165.0,3759.0,231.62,23.0,7.0,0.0489792299898682,1052.0,2024-11-28,hyderabad,Mobile,analytics for data
A2312,data analytics course,156.0,4476.0,186.68,17.0,10.0,0.033,1372.0,2024-11-13,hyderabad,Tablet,analytics for data
A2313,data analytics course,166.0,5749.0,236.52,11.0,5.0,0.036,1780.0,2024-11-15,hyderabad,Desktop,analytics for data
A2314,data analytics course,134.0,5166.0,191.92,10.0,3.0,0.037,1526.0,2024-11-04,hyderabad,Mobile,learn data analytics
A2315,data analytics course,103.0,3687.0,194.73,27.0,4.0,0.0489792299898682,1347.0,2024-11-15,hyderabad,Tablet,learn data analytics
A2316,data analytics course,95.0,4939.0,219.43,26.0,3.0,0.032,1785.0,2024-07-11,hyderabad,Mobile,data anaytics training
A2317,data analytics course,155.0,3180.0,229.63,15.0,8.0,0.052,1832.0,2024-11-15,hyderabad,Desktop,data analytics course
A2318,data analytics course,184.0,3981.0,193.25,16.0,3.0,0.035,1359.0,2024-11-30,hyderabad,Tablet,learn data analytics
A2319,data analytics course,186.0,3392.0,218.16,29.0,7.0,0.038,1012.0,2024-08-11,hyderabad,Desktop,analytics for data
A2320,data analytics course,93.0,3160.0,220.75,30.0,8.0,0.086,1472.0,2024-11-08,hyderabad,Desktop,data analitics online
A2321,data analytics course,138.0,4699.0,202.54,26.0,9.0,0.065,1133.0,2024-11-25,hyderabad,Tablet,online data analytic
A2322,data analytics course,96.0,3730.0,217.61,16.0,4.0,0.042,1283.0,2024-11-07,hyderabad,Desktop,analytics for data
A2323,data analytics course,127.0,5221.0,226.67,17.0,3.0,0.0489792299898682,1384.0,2024-11-03,hyderabad,Tablet,data anaytics training
A2324,data analytics course,92.0,3299.0,188.58,11.0,9.0,0.098,1678.0,2024-11-27,hyderabad,Desktop,data analitics online
A2325,data analytics course,156.0,5634.0,247.45,16.0,5.0,0.032,1925.0,2024-08-11,hyderabad,Tablet,data analytics course
A2326,data analytics course,113.0,5991.0,211.28,16.0,3.0,0.027,1499.0,2024-11-16,hyderabad,Tablet,learn data analytics
A2327,data analytics course,84.0,3917.0,233.19,13.0,10.0,0.049,1498.6481105241771,2024-11-11,hyderabad,Desktop,data analytics course
A2328,data analytics course,189.0,5335.0,181.46,27.0,9.0,0.048,1734.0,2024-08-11,hyderabad,Mobile,online data analytic
A2329,data analytics course,149.0,4550.0,219.44,11.0,9.0,0.06,1659.0,2024-11-16,hyderabad,Tablet,online data analytic
A2330,data analytics course,100.0,5805.0,181.27,15.0,4.0,0.04,1195.0,2024-04-11,hyderabad,Desktop,learn data analytics
A2331,data analytics course,105.0,5156.0,201.01,25.0,10.0,0.0489792299898682,1472.0,2024-11-11,hyderabad,Desktop,analytics for data
A2332,data analytics course,86.0,5060.0,249.4,15.0,4.0,0.047,1761.0,2024-11-15,hyderabad,Tablet,data analitics online
A2333,data analytics course,93.0,5178.0,245.13,14.0,5.0,0.054,1080.0,2024-11-08,hyderabad,Mobile,data analitics online
A2334,data analytics course,180.0,3076.0,227.91,12.0,10.0,0.056,1498.6481105241771,2024-05-11,hyderabad,Desktop,online data analytic
A2335,data analytics course,156.0,3218.0,235.69,28.0,6.0,0.038,1289.0,2024-11-16,hyderabad,Tablet,data analitics online
A2336,data analytics course,124.0,4682.0,207.53,20.0,3.0,0.033,1550.0,2024-11-03,hyderabad,Tablet,online data analytic
A2337,data analytics course,177.0,3592.0,205.25,29.0,9.0,0.051,1271.0,2024-11-15,hyderabad,Desktop,data anaytics training
A2338,data analytics course,156.0,3506.0,242.9,13.0,7.0,0.0489792299898682,1208.0,2024-11-01,hyderabad,Desktop,analytics for data
A2339,data analytics course,132.0,3562.0,238.34,23.0,4.0,0.03,1033.0,2024-11-29,hyderabad,Tablet,data analytics course
A2340,data analytics course,178.0,4523.280832678712,203.6,12.0,3.0,0.017,1155.0,2024-11-02,hyderabad,Tablet,analytics for data
A2341,data analytics course,153.0,3953.0,237.56,20.0,6.0,0.053,1388.0,2024-11-26,hyderabad,Tablet,learn data analytics
